id,text,BJP,Congress,Others
1971,Don''t be so excited.. wait till results... Ex: k''taka... ,0,1,1
1972,Competition is for nearer equals not between an elephant(BJP) and a small mouse(Congress) screaching shouts only. ,1,0,0
1973,Let me assure you MODI will remain our PM even after 2019 elections. Keep packs of burnol and antacid ready for 2019.,1,0,0
1974,Most probably yes. But the questiin is is he (BJP) training a replacement in 2024 ,1,0,0
1975,So all those posting anti-Modi comments with Hindu names are all musloids and christians. I''m so fcukkkin happy that Hindus stand with BJP. I always say. Hamara Bharat Mahaan. Bana nahi hai poora abhi. Hame banana hai Mahaan. BJP forever. Modi until 2029.,1,0,0
1976,Rahul Gandhi would be Prime Minister of India next year.,0,1,0
1977,Mr Modi '' leadership and vision for our motherland is such grand scale that others named in survey are not even comparable. Country need Me. Modi as next Prime Minister.. ,1,0,0
1978,This time modi won''t get good votes like before ,0,1,1
1979,Modiji will be busy for the next one year electioneering. ,1,0,0
1980,we should vote to modi to save country from pappu. ,1,0,0
1981,Pappu is always an advantage to BJP....For security and development Modi is must !! ,1,0,0
1982,bjp using hindu vote bank and enjoying party leaders on them ,1,0,0
1983,No I am not Hindu ...and yet I vote Modi ,1,0,0
1984,"70 years Congress has been using Muslim and Christian vote banks against Hindu. It''s now our turn. If you have problems, I will advise you, leave India asap. ",1,0,0
1985,MODI has never say a single word on religion and caste. This word used by opposition to divide India. ,1,0,0
1986,Yeah no one is there in competition of fekugiri :-) ,0,1,1
1987,"What''s wrong if other parties openly opposed Hindus in all the matters. They all selects Muslims first in the Hindu majority countries , but they never uplifted them . They kept scared them that you will be eleminated if BJP in power . ",0,1,1
1988,"It''s just like that Hindus have started voting...the more Hindus vote the more stable government will be in power, off course it''s BJP",1,0,0
1989,Exactly what modi demon did... Spread hate ,0,1,1
1990,Congress using muslim & Christian vote bank. ,0,1,0
1991,All non hindus who have problem living in India are requested to leave India asap because aapke aache din nahin aane wale. No more appeasement.,1,0,0
1992,For those who are blind in support of Modi must also be reminded of our constitution (Freedom to speech) Expressing views without spreading hatred doesn''t make one one anti-national ......stop asking anyone to India!!!!!,0,1,1
1993,"If Christians and Muslims are with Congress and other opposition parties,what is wrong if Hindus are with Him ? ",1,0,0
1994,this is the first time i will vote and i will vote for modi,1,0,0
1995,Rahul Gandhi the plain fact is he is no match for Modi. It is Modi who is the first choice.,1,0,0
1996,Not only from Papu as they will play a foolish game like in Karnataka. ,1,0,0
1997,Congress and others will sell India to Pakistan. ,1,0,1
1998,Modi and Co already imported 65lakh tones of sugar what more you want. ,1,0,0
1999,Vote for MODI TO TAKE COUNTRY TO HELL ,0,1,1
2000,You may have got a cut from what his party has looted but I am definitely not doing good in my business. So please tell Modiji to go home and let Rahul''s people take care of India ,0,1,0
2001,"Not enough, we must make it a revolution and make everyone vote for Modi only.... Seeing those thugs hand in hand on the stage ... we have a tough task ahead. ",1,0,0
2002,Modi will get more than 300 seats in 2019 general election???? ,1,0,0
2003,Who supports Modi is called as Bhakt. What u called those who support dynasty rulers? Slave or pet dog. ,1,0,0
2004,Will win BJP. Why people will vote opposition who divide India for religion and caste. ,1,0,0
2005,MODI IS USELESS,0,1,1
2006,WHOLE BJP IS GANDHA CHE UN KI SAARI GHAR WALAON MEIN PAGAL CHE,0,1,1
2007,CONGRESS EVEN IF GETS 2 SEATS WILL TRY TO MAKE A LOOT-INDIA GOVT. THEY WILL USE STOLEN MONEY FROM KARNATAKA TOO. ONLY AGENDA FOR THE CONGRESS IS LOOT AND SERVE SONIA.. ,1,0,1
2008,You think Rahul Gandhi gonna win? Lol ,1,0,1
2009,Mark my words - Modi will be back in 2019.,1,0,0
2010,By 2019 modi will escape to London to join his step brother and gay friend NiModi.. Both are thieves and frauds.. ,0,1,1
2011,What a great news to start ur day..not only till 2019 we will vote for modi till 2024...no doubt. ,1,0,0
2012,"Correct word ,we vote in 2024 and give victory to modi government ",1,0,0
2013,75 % will not vote to MODY... Only Brahmins will vote to him ,0,1,1
2014,all paid bhakt are voting for him ,0,1,1
2015,Yes every humanity believer is indebted by him including paigamber and Jesus. ,0,1,1
2016,75? Muslims and Christians would.not vote for Modi. Rest all will always vote for Modi. ,1,0,0
2017,That is what u think. Keep thinking same and he will keep winning. LOL. Practically it is not possible to maintain trolls the way congress blames on BJP. This is the catch almost all r real people labaled as trolls. ,1,0,0
2018,"Well if Modi ji has nearly a million “paid” people voting predominantly in his favor, then he has truly been successful in employment generation also. lol! ",1,0,0
2019,"Bhakts are better than kambakhts any time... Proud to be a bhakt of Modi. Do ur slavery to fake Gandhi''s, Lalu, mayawati other illiterate thugs ",1,0,0
2020,We certainly deserve Rahul Gandhi as your PM. ,0,1,0
2021,Lot of pain congress had given 65 years. Congress divides society for religion and caste. ,1,0,1
2022,There are no alternative leader in India today. Only BJP should not grow ''Overconfident'' like 2004 and work harder under guidance of NaMo. ,1,0,0
2023,Don''t get worried Sir.72% of the voters will vote for Modi,1,0,0
2024,Only jokers like you think of Rahul as the alternative to the current joker... ,1,0,1
2025,Only idiots like you will consider Rahul Gandhi even an Alternative. ,1,0,1
2026,In australia there are 10 who can do PM job right now ! and 100 who can do job with a bit of training...maybe even 1000 available !! ,0,0,0
2027,Rahul is alternative because he leader of 2nd popular party. the congress is a dynasty party unlike other parties and no challenge to dynasty ka baccha ,0,1,0
2028,It is not the question of BJP getting overconfident. People should not get overconfident about some other stupid leader and vote away from Modi.,1,0,0
2029,The point to note is it is not Modi's need to be PM of the country. It is the people's need for him to be PM. Modiji is the only leader who generates such positive enthusiasm among people and is the only one who can take India to glory.,1,0,0
2030,"I''m resident of USA but do follow everything in INDIA probably even more then local out there as per my opinion for the first time we have PM who has vision & will to deliver. in short I can say that ""JO INDIA SE KARE PYAR WHO MODI SARKAR SE KAISE KARE INKAAR"" Humbel request to all fello Indians please give one more term to Modi Government...Thanks...JSK ",1,0,0
2031,Yes. Yes... Blame everything on congress....... Foolish.... ,0,1,0
2032,"2019 - Iss Baar, Phir Modi Sarkaar!!! ",1,0,0
2033,I AM WITH YOU ALL THE WAY.HAMESHA MODI. ,1,0,0
2034,"The survey was also filled by an NRI like me. If I could, I would vote for Mr. Modi. ",1,0,0
2035,Modi only speaks when elections come and goes silent afterwards. ,0,1,1
2036,NRIs dont understand anything on the ground what happens in India and what problem are they facing with Modi Govt.,0,1,1
2037,We must vote for Modi vote for India ,1,0,0
2038,Paid BJP bhakts,0,1,1
2039,"We given enough time to congress , i dnt think congress deserve any chance to rule the country again. ",1,0,1
2040,Except a few Criminals (they are there all over the world) support Congies ..They come in the form of NGOs also !!! Govt of India should Keep track of these people and take them to task,0,1,0
2041,"Yes why we have voted for Namo as PM for the second term. The reason is that if given the chance, he will achieve the desired results and millions of poor and lower middle class people get benefited through the schemes that are on the cards. People have high hopes still. ",1,0,0
2042,Have you garlanded Modi statue in the morning and bathed it with gau mutra? ,0,1,1
2043,You are alone supporting pappu.. mamta.. mayawati and khujli.. people will laugh at you ,1,0,0
2044,Me and my family will vote for Modi again. The best PM India ever hard. Zero corruption. High dedication and very hard working.,1,0,0
2045,modi need marketing strategy....vikas is failed ,0,1,1
2046,Bjp will hack evm and win again. ,0,1,1
2047,Rahul Gandhi bhakt spotted ,0,1,0
2048,Pasand apna apna khayal apni apni. Everyone isn’t supposed to be a Feku Bhakt. ,0,1,1
2049,Rahul Gandhi k bhakt nahi hote Rahul Goti hote hai ,1,0,1
2050,It has taken the wind out of Congress sails for sure. ,0,1,0
2051,"I TOTALLY AGREED PAID MEDIA AND NRI,WHO ARE NAT FACING PROBLEMS AND EARNING IN DOLLARS-FEKU WILL FAIL MISERABLY IN 2019 ",0,1,1
2052,Paid media will have to support the BJP master......press & media has lost complete credibility ,0,1,1
2053,modi has done nothing for country....economy and jobs are worst ,0,1,1
2054,"Scamgress Party has lot more looted money, so why don''t you become its official paid chamcha? ",1,0,1
2055,"The questions looked like.. Who will win electio.. A. Modi, B. BJP, C. RSS. ",0,1,1
2056,BJP won Karnataka election 104 as against 40 in previous Vidhan Sabha.,1,0,0
2057,I think modi has deposited 15lakhs in ur account tats y ur in total support of him...lolzzz ,0,1,1
2058,Your discomfort at India electing a sensible and patriotic leader like Modi is understandable! ,1,0,0
2059,"Modi is the only pm who is dynamic, hard working and honest person we ever had. So vote for him. ",1,0,0
2060,"Modi ji aap aage badhoo shaan se, Sara desh aapke saath hain???? ",1,0,0
2061,You foolish Modi Bhakt if entire nation was backing Modi he would have won more than 500 seats. Even in 2014 with all the lies of bringing Acche Din he could win only 282 seats for BJP. ,0,1,1
2062,"Will not vote for Modi, after following him for more than 3 years I feel that he is liar and no different from other politician!! ",0,1,1
2063,Feel like throwing up when I see all those corrupt and opportunistic BJP politician joining and raising their hands together. ,0,1,1
2064,"No problem, you have plenty of choices - raga, mayawati, mamata, yechuri, kumaraswamy etc etc. Choose the one you admire most. ",0,0,1
2065,Not even a single corruption incident till date and ALL decisions good bad... taken only in National interest and you still have a doubt. It time for ALL true Indians to come together for 2019 else be prepared to have a pappu as your PM... What a shame it would be. ,1,0,0
2066,bjp is worst than congress ,0,1,0
2067,"Not only a liar, but utterly corrupt; not personally but letting his corporate cronies loot the nation. This will be felt in the years to come in terms of bank loses and bankruptcies. The major difference between Feku and MMS is that the latter let the politicians loot. ",0,1,1
2068,"it means you are an idiot and your knowldge is limited to fake whataspp messages...go and google the work done by BJP in last 4 years...idiots like you will definatley going to bring whole country down in next election and will cry again for next 5 years under Raga.mayawati,sharad pawar..and what not.. ",1,0,0
2069,I hope you have studied and realised what all Modi has done and all that going against so many legacy issues and vested interests wanting the status quo!! ,1,0,0
2070,"same here... most of the people here are paid by either congress or bjp but look at the speed with which BJP''s vote share is decreasing. You can fool some of the people all the time, you can fool all the people some of the time but you can''t fool al the people all the time ",0,1,1
2071,Then in 60 years time you will back in a cave ; you expect him singlehandedly to repair 60 years of damage in 3 years ?? ,1,0,0
2072,If not for PM Modi than who Pappu? ,1,0,0
2073,yup they are not joining to SAVE THE NATION so they call in every speech...They are joining to save themself. JAI HIND vote for MODI ,1,0,0
2074,"Modi might transform, but to what something undesirable. High taxes, fuel prices, appeasement etc etc. ",0,1,1
2075,"Most of educated fool r believe fake propoganda created by social media, govt. But nothing is true at ground level, public is inspired by his false promises, let someone tell, what is one achievement in favour of indian population ",0,1,1
2076,PETROL WILL BE 100 FOR SURE ,0,1,1
2077,how much Modi transformed Gujarat as CM ? ,0,1,1
2078,I like Modi Govt n will vote to Modi.???? ,1,0,0
2079,Paid survey.. How come 8 lakhs voters survey can be yardstick for crores of people.. ,0,1,1
2080,Bring your father and nani to oppose it- -Go and lick Pappu''s back bottom. ,1,0,1
2081,"BJP has s strong paid IT and social media, Electronic media network.. They are winning only by false propaganda by all these so called paid ****.. ",1,0,0
2082,Modi is the BIGGEST jerk and a stupid idiot the world has witnessed. He deserves to be whipped and lashed in public ,0,1,1
2083,Aukat me rah ker baat ker. sabse bara idiot tera baap hai jisne tujhe paida kiya. We will vote for Modiji.. Ukhaar sakta hai to ukhaar le.. ,1,0,0
2084,Would have accepted the result if Pappu was the favorite. ,1,0,0
2085,All votes given by BJP IT cell. ,0,1,1
2086,"HINDUS do not be complacent. China, Muslims and Christians have been funding and supporting the ANTI-HINDu anti-India forces like, MAMATA, LALLOOO, KEJRI, YECHH, Mullayam, THAKREs, DARUL UL ULLOOOM, DARUL UL HARAB and disrupt the steady growth of India. ",1,0,0
2087,"But it is Modi who is visiting China, Europe and Gulf countries so often encouraging trade, business and deals. ",1,0,0
2088,"For Modi...country first...while for others...family, party,property first and country ladt ",1,0,0
2089,Being Modi bhakt im little disappointed with this government especially in the area of adressing farmers issues..But there is NO better option than Modi..He is the man who ready to take any risk for the country... ,1,0,0
2090,I ll vote for BJP and will ask my close freinds and relatives to do so..Indeed they ll vote too...Jai NaMo,1,0,0
2091,Times will soon get more print ad revenues from companies that are managed by Amit Shahji. ,0,1,1
2092,BJP is best at only managing media. ,0,1,1
2093,"BJP is going to win more than 100 LS seats, from east & north east India only, and 300 plus LS seats all over India in 2019 ",1,0,0
2094,"these are manipulate results, this man who put this country into so much trouble cannot become PM in 2019. congress is chor, BJP is mahachor, let the 3rd front come up in 2019. ",0,0,1
2095,"Modi is a nothing but a lier who lied his way to get to the post of PM in 2014, all his policies are a big failure, he will put this country in a big economic mess",0,1,1
2096,Paid news. No body is happy with Modi. If election commission conducts elections fairly this psycho modi will definitely loose and loose badly. ,0,1,1
2097,Third front zindabad. Sab mil kar chaara chori karenge. Yaa fir plane se apne liye sandles mangawaege. Yaa fir ab sirf ek state me hi nai poore desh me apni statues banwaenge. India ki foreign trade policy me ab Lalu ji ke liye chaara orr Mayawati ji ke liye sandles ab bahar se aayega. ,0,0,1
2098,"The third front is a combination of ""MAHA MAHA CHOR"".",0,0,1
2099,"BJP has s strong paid IT and social media, Electronic media network.. They are winning only by false propaganda by all these so called paid ****.. ",0,1,1
2100,Modi is the BIGGEST jerk and a stupid idiot the world has witnessed. He deserves to be whipped and lashed in public ,0,1,1
2101,Aukat me rah ker baat ker. sabse bara idiot tera baap hai jisne tujhe paida kiya. We will vote for Modiji.. Ukhaar sakta hai to ukhaar le.. ,1,0,0
2102,"Happy to see my country would be governed by this great PM of ours for atleast next 6 years, GOD bless INDIA and GOD bless our PM ",1,0,0
2103,Best of luck to PM Modiji. ,1,0,0
2104,"Thumbs up! Despite the opposition blocking all efforts for reform by derailing the parliament, Modi Govt has achieved feats in 4 yrs where earlier Govt couldn''t achieve in decades. ",1,0,0
2105,Changes are to happen....u cannot expect a 5 year kid to study degree....the changes and reforms are to happen only if you vote for Modi for another term ,1,0,0
2106,Mabe you took the survey of only BJP members ,0,1,1
2107,"When modi comes to power for 2nd term, why dont you go and doob maar in your own pi$$. ",1,0,0
2108,No Modi supporters. I think you are a Congress supporter. All minorities love congress because the parth practices Appeasement of their vote banks. ,0,1,0
2109,BHAKTS ARRIVED guys...BEWARE!!?????? ,0,1,1
2110,BJP ki jeet congress ki haar,1,0,0
2111,Abki baar Modi Sarkar ,1,0,0
2112,It seems that Modi's popularity has increased after recent hike in petrol and diesel prices. ,1,0,0
2113,Vote to MODI ko hi dena hai .... ,1,0,0
2114,"I personally know many people who don''t like the BJP yet support Modi as PM. Because they have faith on his loyalty to the nation... Something which they don''t have on Pappuwati, Mayamoti, Momota begum ",1,0,0
2115,"Arrey bhai log, media house , Jhumla party mouth peice is proclaiming more jhumla propaganda , fekhuji ko salaam ",0,1,1
2116,"It's like a PM performance, not like Manmohan, puppet of Sonia Gandhi... Modi is setting the stage for India to grow in future... I am not a bhakt but truly appreciate India under PM Modi... ",1,0,0
2117,only bhakts will vote for this rascal.... ,1,0,0
2118,I am not a Modi bhakt . But stock prices have gone up by 41%. Unique id for a provident fund has been introduced making it difficult for babus to take your pf amount. Good performance of India in common wealth. Salary hike for govt employees . Western countries and China not any more consider India as a weak nation. I believe ache din has come. So I will vote for Modi. ,1,0,0
2119,I will not vote for BJP. ,0,1,1
2120,very funny......if Modi continues all Indians should beg...only corporates can live...... ,0,1,1
2121,You are seeing MODI with religion angle. That is why you hate. Focus on his work. Lot of Christian and Sunni also progressed well. ,1,0,0
2122,I definitely want him to be our PM in 2019 although I am not a big fan of his party. ,1,0,0
2123,He is the best PM choice we have! ,1,0,0
2124,Modi is The best Prime minister ,1,0,0
2125,Only survey carried out by AAP and duly certified by Kejriwalji should be believed ,0,0,1
2126,This overwhelming support to NaMoji is no surprise... He is the saviour for the honest and patriotic. Long live Modiji. ,1,0,0
2127,Not my PM....for sure ,0,1,1
2128,You will vote for Modi not because he has done something vergreat but lack of any other suitable chap...choosing best of the worst...but that's the point... ,1,0,0
2129,Yes uneducated Muslim ladies who don''t want to live as Nth wife or are concerned for TTT will again vote for Modi like they did a in UP.Check with ladies in your home.. ,1,0,0
2130,"ya, u need some phonie like Mamta or Mayavati or worse a re tard like Ra-Owl so that u can loot others and get away. ",1,0,0
2131,"A survey on 0 .65 % of Population who are Pro BJP readers and Viewers of this media Group , is Drum Beated as PULSE of INDIA . Shameless Media !!! ",0,1,1
2132,Sharmajee who do you want to see as PM.? Mayawati or mamta jee... You may have your own view but I am in no way paid bhakt... I support BJP. It is my right as it is yours. So enjoy ,1,0,0
2133,"Yes will vote for modiji blindly, you know why.. ",1,0,0
2134,Modiji must be the next Prime Minister to complete his work and make India a great country. ,1,0,0
2135,Its an obvious choice. Who was expecting Pappu to be PM? He cant deliver a proper speech in India just imagine him have bilateral dialogues with Putin and Trump. Putin wont even stand to hear this idiot and he will misrepresent India ,1,0,0
2136,"Cheers!!! NaMo once again. we need you NaMo complete the unfinished task,backlogged since 71 years.. ",1,0,0
2137,I wonder that some people like to see Pappu as PM. He can't stand in front of PM Modi even. ,1,0,0
2138,I will vote for modi ,1,0,0
2139,Quora is a platform where mostly well educated people are found! Most of educated muslims vote for BJP! Slumbags will vote for Congress! ,1,0,0
2140,"BAKTHS pls be dancing in the streets this weekend because according to this poll, BJP will get 400 Lok Sabha seats in 2019. ",1,0,0
2141,you are not able to digest Modi's popularity. khangresssi are not able to digest that how come common people in Masses like Modi. ,1,0,0
2142,Fake and sponsored news by feku. ,0,1,1
2143,And you BJP bhadva ,0,1,1
2144,congressi chamcha ?? good morning. go lick pappu feats ,1,0,1
2145,The poll is rigged by BJP it cell spammers. ?? ,0,1,1
2146,Its a paid Survey. This media house is run by BJP so how it can a poll go against Modi. The wire has rightly exposed it do read the article and come with a new survey. Its fooling people. Biggest Paid media house. And now bhakts will start abusing hired by PR agencies. ,0,1,1
2147,it's only 2 communities who are against not voting for modi rest entire nation is voting for modi ,1,0,0
2148,I am a Hindu brahmin. And I vote against this ineffective government because I am not blind you fool ,0,1,1
2149,"Anti Modi voters are mostly absent from this survey. Like farmers, small traders, SC/ST, minorities. Middle class is terrorised by the tax terrorism of Modi is confused as they were the main voters of Modi in 2014 and he back stabbed them. ",0,1,1
2150,"ROFL.. Only Muslims, Vatican's, freeloaders and antinationals think that. We real Indians will vote for Modi even if we have to incur loss. ",1,0,0
2151,Fully biased poll....you Times always suppprt him forvno reason.... ,0,1,1
2152,BJP may be disliked for various reasons in a diverse country like ours but there is no alternative to Modi....so when it comes to Central government... Modi is the only hope ,1,0,0
2153,"Self promotion this is the biggest strength of bjp government, they have taxed the people left n right through demo n gst and spend in tune of 16000 crores on self promotions but the govt will not have money to buy oxygen cylinders, this is one among such promotions be happy people bjp will win again ",0,1,1
2154,"all credit goes to Modi and his brilliant economic policy of Make in India, development for all, appeasement for none. Modi can secure borders also with iron fist to safeguard national security like no other leader. ",1,0,0
2155,Media misguiding country by Fake news Beaware of Fake people and News The need of the hour is Journalism for Peace and the Truth will set you free.,0,1,1
2156,Media which was earlier the 4th pillar of democracy is now bootlicker of the govt ,0,0,0
2157,Fake poll results and what a timing ....sold out media ...shame on you guys .. ,0,1,1
2158,Don't Take this Poll too Seriously. There Are Major Flaws. The Manner of Conduct And Responses Are Partisan in Nature. Don't Try to Fool the People. ,0,1,1
2159,Congress will be decimated until Rahul Gandhi is removed. He has no charisma. ,1,0,0
2160,Fake poll results and what a timing ....sold out media ...shame on you guys .. ,0,0,0
2161,I will vote for Modi to make him lifetime PM of India . ,1,0,0
2162,"High taxes, No employment generation, eutopian vision and huge advertisements spending, survival of 4 years due to low oil prices in world market, destroying opposition through misuse of power and institutions . yes these are achievements of current government. ",0,1,1
2163,The best support for Modi is opposition Mr Rahul Gandhi ,0,1,0
2164,Fake poll sponsored by BJP. Where are the jobs created? Chaiwala jobs? Where are his cabinet members? What are they doing? Sleeping and collecting paychecks? Nice. ,0,1,1
2165,"Unemployment has gone down. Now when you register a company , you don't have to appointment some minister's son as a Director . You don't have to give commission to likes of Sharad Pawar when you build a flat. Road contracts are not given to local netas . Why do you think it is a fake poll? Open your eyes and think without bias. ",1,0,0
2166,Rahul Gandhi should become the PM and end this â Intoleranceâ . ,0,1,0
2167,Everyone must vote for Narendra Modi if we want to see good days. I have always voted for BJP. I strongly support Modi ,1,0,0
2168,Even illiterate will not trust their future with Pappu. Only freeloaders and parasites will. ,1,0,1
2169,So feku and its paid media started the 2019 campaign already. ,0,1,1
2170,Yes uneducated Muslim ladies who don''t want to live as Nth wife or are concerned for TTT will again vote for Modi like they did a in UP. ,1,0,0
2171,Thanks to all the corrupt oppositions for coming together. These opposition leaders who never could have seen each other in their life are joining hands gives a clear picture that the current government is functioning in right direction and with right intent. This oppositions coalition has increased the hopes of Indians with MODI - led government. MODI ji''s popularity have increased leaps and bounds. Not only India but entire world sees Modiji as one of the best leaders. Kudos to MODIji ,1,0,0
2172,There is no one else in the competition... No Kappu.... No Pappu... No Champu... We love dear Modiji.... Aap jio hazaron saal... ,1,0,0
2173,i voted in this survey and was waiting for the result. so glad that people supported modi ji. we love our PM. ,1,0,0
2174,"I missed the poll , but I would have voted for Modi only for 1 reason which seperates him personally from the rest....I. e HE IS NOT A CHOR ",1,0,0
2175,MODI is a liar and a fraud and supporters of chors. ,0,1,1
2176,Paid Media showing their allegiance and respect to their Master.(BJP),0,1,1
2177,Modi Shah Jaitley have raped every Indian institution that is auspicious and u say he is world leader ...only in dreams ..2019 he will be butchered by voters.... ,0,1,1
2178,"Bhakt newspaper, filled with bhakt readers conducting a survey lol? Could this be anymore biased? This paper by saying 71.9% will vote for Modi is talking like entire India participated in the survey lol. ",0,0,0
2179,This is a paid fake survey to make people fool as part of the Modi''s next election strategy!!!!! ,0,0,0
2180,"as usual times support BJP... it is a big support for bjp, there is no doubt that times will support BJP... but I don't think even educated are interested in BJP. ",0,1,1
2181,Most popular and charasmatic leader of modern India is Modi,1,0,0
2182,"If all corrupt opposition come together, it is good for the common public to teach them a good lesson by electing Mr Modi & it will be proven that there is no alternatives of honesty, hard & smart work, dedication & selfless effort. Jai hind! ",1,0,0
2183,BJP is making Modi the official candidate for all 540 seats of the Lok Sabha in 2019. ,1,0,0
2184,faku pm...... haha joker of india.... ,0,1,1
2185,"Proud to say I''m a NaMo bhakt, why not, the man has taken India to new heights. Will publish, promote and share even the smallest achievements of Modi Government. Not only in 2019, but even beyond that it will be Modi all the way ",1,0,0
2186,Kya Sir G Kitna Giroge Or Gir k modi g ko uthaoge ,0,1,1
2187,"Only Appreciating Modi online is not enough. If we have to save the nation and leave some good for Our Next Generation, Then We all have to Vote Modiji, No matter where ever we are in 2019 ",1,0,0
2188,"I'm a Congress man,but voted for modi ji and will vote modi ji till priyanka ji will lead congress.india image has grown a lot in last four years and modi jo works outcome will be visible from 2019 2 2024.lets give modi ji one more chance.i love india. ",1,0,0
2189,Yes Modi is not corrupt .Modi has best friend policy.Modi is pro poor.Modi is great. ,1,0,0
2190,All the Bhakts voted twice and thrice...I hope they don't do the same in the real election ,1,0,0
2191,This is paid media survey . I don''t believe people are afford for high rise in petrol . Day by day inflation is up but salary go down . ,0,0,0
2192,Vote for modi to save country from pseudo secularists anti national politicians. ,1,0,0
2193,"Yes, with petrol price hike of Rs 11 In eleven days. This poll made me laugh so much ",0,0,0
2194,"patriots would vote for Modi. Thieves, dacoits, jihadis and Vatican would vote against. simple and clear. kayvee ",1,0,0
2195,100 percent vote for Modi ,1,0,0
2196,Not even 1% of Indians read times. This is an over hyped and paid news. The truth is visible in the past byelections and karnataka election. The self praising feku wasted his time in karnataka. Yoogi's gorakhpur went to bsp. Feku can keep his old tea pot ready for 2019. ,0,1,1
2197,100% Fake....... Modi's popularity only gone down ,0,1,1
2198,Modi is the only hope for Indian Development ,1,0,0
2199,PYou may like or dislike Modi ji but one thing is clear. He is byfar the most effective and decisive PM the country has sewn after the pre emergency Era Indira Gandhiji. Hats off to our PM. ffective ,1,0,0
2200,"Pidi slaves, jihadis and Vatican's cannot digest the fact that Modi is popular atleast among educated middle class people. kayvee ",1,0,0
2201,Har har modi..ghar ghar modi...jai sri ram ,1,0,0
2202,"A big slap on the face of those who calls Modi as feku and communal.  They should realise that Modi has the backing of mjority of Hindus of the nation as they feel most secured. under him and Amit Shah
",1,0,0
2203,The people who are against Modi are just the Chrislamists and I''m sure I will get plenty of hate messages following this comment. Boot these guys out Modiji. Secularism introduced by iGandhi in 1976 can go to hell and stay there. ,1,0,0
2204,i have not participated in the survey but i want to add my vote in favour of modi ji ,1,0,0
2205,impossible to believe that Modi will be back ,0,1,1
2206,"Hey Husain bhai, Just come out from your religious hatred to Modi. Think about better India, better future for your kids. You know very well, Rahul can not give better future. Rahul is good for nothing. You remember Rahul and congress has not done anything for muslim community. ",1,0,0
2207,"WILL NEVER EVER ""bjp"" AGAIN.... ",0,1,1
2208,Only Modi Ji can clean the Indian Politics and take India Ahead... ,1,0,0
2209,Another paid and biased poll to create a modi win 2019 ,0,1,1
2210,"If this paid Media report is to be believed, BJP must get 3/4th majority ie more than 400 seats for the Lok Sabha. Dream Pill for the Bhakts ",1,0,0
2211,The nation badly needs a task master and found him in Modi . ,1,0,0
2212,"Development is in speed in Modi time when compared to other prime minister. If this speed continues, India can come to a comparable position with China. The price is stable and low, except Petrol and diesel. A lot if money being spent on infrastructure and defence, which was not done in other government. ",1,0,0
2213,100 % it''s fake news .It''s just to confuse people. We all fed up of petrol price n GST. ,0,0,0
2214,100% fake survey ,0,0,0
2215,"Modiji''s Support get unite and start campaign , Looter are trying hard to misguide innocent people . We Will Vote for Modiji. ",1,0,0
2216,??????ALL THESE NEWS SURVEY ARE FALSE... ONLY MY POGO CHANNEL IS RIGHT... MUMMY SAID THAT I WILL BE THE PRIME MINISTER OF POGOLAND IN 2019..- RAHUL GANDUU?????? ,1,0,1
2217,Yes...MODI has done so much.. increased unemployment... increased fuel prices.... increase in number of soldier deaths.....misconducted polling.......no growth for central govt employees..... stealing land of farmers for fake projects.....he sees only growth of adani n ambani.....common people remained common in his tenure.... wealthy became more wealthy.... increase in women n child crimes....no action against criminals.... induction of criminals by giving tickets during election..... ,0,1,1
2218,I request every India lover & Modi lover to please don't forget to cast your vote in 2019 and encourage at least 50 people around you in your locality to vote for & help Modi ji become stronger to serve the nation for long period ,1,0,0
2219,"Vote for modi to save country from pappu, ",1,0,0
2220,"If Modi doesn''t get Majority 272 seats in 2019 Lok Sabha Elections, Opposition will by hook or crook make a third front govt. that will dismantle all the efforts that Modi has sincerely done in last 4years. ",1,0,0
2221,"Please go out and vote in numbers for your favourite choice. We all know (including the world leaders) that Modi is the best PM India can ever have. Comparison of Modi with Pappu is the biggest lame joke today, show one Speech or action of Pappu that draws thunderous applause or appreciation ",1,0,0
2222,Burnol for the mad Modi haters ,1,0,0
2223,Har Har Modi 2019 main sirf Modi ,1,0,0
2224,"Out of 71.9% , there would be many who didnt vote him in 2013 and also those who were minors in 2013. So, that may not have taken into account here. if we see those figures also, then Modi's share would be 75-77% ",1,0,0
2225,Achha din ayega for MODI-BJP. ,1,0,0
2226,I hate bjp,0,1,1
2227,"The world has seen through the BJP""S,marketing gimmicks .",0,1,1
2228,fake news and paid news.. get the survey conducted with people not online but offline you'll know the pulse of the nation.. ,0,1,1
2229,Pulse of nation us that modi popularity competing with Jesus and paigamber whether you like it or not. ,1,0,0
2230,"It seems chaddis are happy with selling pakodas, swinging lathis and BJP IT cell job! ",1,0,0
2231,Please vote for Modi ,1,0,0
2232,If petrol is 82 Rs. Liter why not to vote for Midiji? ,1,0,0
2233,"GUJARAT mein survivied humilation, RAJSTHAN, MP, UP mein HAAR agye ..K''NATAK try to went in WRONG route, met big accident.........still showin 70% popularity, greate PM living in FEKU world...PLEASE DONT DISTURB ",0,1,1
2234,jai ho NaMo. long live Modiji. BJP wins big in 2019 ,1,0,0
2235,In 2024 also Modiji will cone ,1,0,0
2236,"Do not believe in such polls, most probably doctored by Modi bhakts. BJP is allowing RSS to become mainstream and that can not be good for India. USA has already put India on Freedom Of Religion watchlist. Rape and Murder is Modi's political strategy. ",0,1,1
